
[Name]
Default Domain Default

[Data]
X [ m ], Y [ m ], Z [ m ], Velocity u [ m s^-1 ], Velocity v [ m s^-1 ], Velocity w [ m s^-1 ], Wall Shear X [ Pa ], Wall Shear Y [ Pa ], Wall Shear Z [ Pa ]
1.37765207e+01, -9.20806694e+00, -1.26196823e+02, 8.22381489e-03, -1.65345916e-03, 1.71358802e-03, 3.80860232e-02, -8.16373969e-04, -3.74173117e-03
1.37875013e+01, -9.02050877e+00, -1.26076653e+02, 7.62517145e-03, -5.78343053e-04, -2.76279956e-04, 3.66309769e-02, -1.02992391e-03, -3.93402344e-03
1.40187464e+01, -8.93427181e+00, -1.26028519e+02, 8.01259745e-03, -2.05214391e-03, -3.08554998e-04, 3.33261862e-02, -2.00899947e-03, -4.57365857e-03
1.38157282e+01, -8.69691277e+00, -1.25769478e+02, 6.74455008e-03, -2.69604963e-03, 9.54815710e-04, 3.13156098e-02, -1.24786468e-03, -4.09328705e-03
1.38326445e+01, -8.56634998e+00, -1.25587166e+02, 6.30625291e-03, -2.47907569e-03, 9.45648062e-04, 3.19810808e-02, -5.14070212e-04, -3.26390611e-03
1.38510160e+01, -8.45971489e+00, -1.25389526e+02, 6.53831568e-03, -2.49296147e-03, 8.18561122e-04, 3.30184028e-02, -1.13498318e-04, -2.54998310e-03
1.38706589e+01, -8.37885189e+00, -1.25179520e+02, 6.81312243e-03, -2.51796679e-03, 6.71431946e-04, 3.38908508e-02, 3.64895532e-05, -1.92669127e-03
1.38907385e+01, -8.32544994e+00, -1.24961433e+02, 7.11371005e-03, -2.18815613e-03, 5.65793482e-04, 3.46250087e-02, 5.90960517e-05, -1.21844420e-03
1.39110670e+01, -8.30020809e+00, -1.24738655e+02, 7.56900851e-03, -2.21856055e-03, 3.05763911e-04, 3.55101526e-02, -9.67757442e-05, -7.89263460e-04
1.39312916e+01, -8.30343342e+00, -1.24514870e+02, 8.15879554e-03, -2.09867232e-03, -6.23903761e-05, 3.66649367e-02, -3.64747364e-04, -7.01878278e-04
1.39511452e+01, -8.33488655e+00, -1.24293533e+02, 8.69958848e-03, -2.00065924e-03, -5.45054441e-04, 3.79863977e-02, -6.43743319e-04, -9.56707576e-04
1.39703579e+01, -8.39391708e+00, -1.24078079e+02, 9.00231022e-03, -2.70840339e-03, -1.15545210e-03, 3.92647870e-02, -9.08052840e-04, -1.33870356e-03
1.39886723e+01, -8.47951698e+00, -1.23871834e+02, 9.22981184e-03, -2.64230231e-03, -1.63206959e-03, 4.02883254e-02, -1.15920242e-03, -1.69288623e-03
1.40058279e+01, -8.59038830e+00, -1.23677902e+02, 9.25529189e-03, -2.71458412e-03, -2.20501586e-03, 4.09438759e-02, -1.33841194e-03, -2.11095694e-03
1.40215082e+01, -8.72496891e+00, -1.23499153e+02, 9.29463468e-03, -2.41898908e-03, -2.41939840e-03, 4.13120501e-02, -1.62982417e-03, -2.28898646e-03
1.40353289e+01, -8.88141727e+00, -1.23338249e+02, 9.45388805e-03, -2.37938645e-03, -2.67054839e-03, 4.18341346e-02, -2.10926239e-03, -2.29533436e-03
1.40469160e+01, -9.05762196e+00, -1.23197777e+02, 9.78268497e-03, -2.42602266e-03, -3.01630143e-03, 4.27189618e-02, -2.60507106e-03, -2.38951109e-03
1.40566597e+01, -9.24961853e+00, -1.23080833e+02, 1.02167530e-02, -2.25089351e-03, -3.28900362e-03, 4.37477194e-02, -2.85888393e-03, -2.68394151e-03
1.40643778e+01, -9.45421410e+00, -1.22988983e+02, 1.05988644e-02, -1.83744531e-03, -3.59590212e-03, 4.46370989e-02, -2.63999659e-03, -3.15659260e-03
1.40699244e+01, -9.66818905e+00, -1.22923492e+02, 1.09250983e-02, -1.20710500e-03, -3.81762581e-03, 4.53557745e-02, -1.91711367e-03, -3.66180111e-03
1.40732107e+01, -9.88813210e+00, -1.22885216e+02, 1.11290347e-02, -4.27443534e-04, -4.36363323e-03, 4.59461659e-02, -6.59367070e-04, -4.05109162e-03
1.40741653e+01, -1.01102991e+01, -1.22874489e+02, 1.10761235e-02, 6.30906958e-04, -4.40156413e-03, 4.62295599e-02, 9.93709196e-04, -4.14073281e-03
1.40728359e+01, -1.03307343e+01, -1.22891037e+02, 1.07443891e-02, 1.40874041e-03, -3.72231333e-03, 4.59513105e-02, 2.49266694e-03, -3.83954961e-03
1.40689163e+01, -1.05478363e+01, -1.22934784e+02, 1.03751719e-02, 1.89255038e-03, -3.16691352e-03, 4.51871566e-02, 3.49496258e-03, -3.25360917e-03
1.40627708e+01, -1.07591209e+01, -1.23005089e+02, 9.78515390e-03, 2.17929599e-03, -2.90540908e-03, 4.40115295e-02, 3.97340534e-03, -2.54562474e-03
1.40544720e+01, -1.09608870e+01, -1.23101135e+02, 9.12089460e-03, 2.16328725e-03, -2.31538876e-03, 4.23350930e-02, 4.04449226e-03, -1.79440959e-03
1.40436430e+01, -1.11497774e+01, -1.23221771e+02, 8.30512866e-03, 2.17152806e-03, -1.98674854e-03, 4.01188545e-02, 3.80350021e-03, -1.08025409e-03
1.40302544e+01, -1.13227482e+01, -1.23365669e+02, 7.45647307e-03, 2.10574875e-03, -1.65491377e-03, 3.75714339e-02, 3.22557939e-03, -5.98866376e-04
1.40145721e+01, -1.14767179e+01, -1.23531189e+02, 6.67566806e-03, 2.21584691e-03, -1.42358767e-03, 3.51095386e-02, 2.47035339e-03, -4.50285384e-04
1.39977655e+01, -1.16079702e+01, -1.23715515e+02, 6.21809764e-03, 1.76005031e-03, -1.06901431e-03, 3.32155190e-02, 1.63335295e-03, -7.64182885e-04
1.39796715e+01, -1.17140865e+01, -1.23914513e+02, 5.97824389e-03, 1.69763784e-03, -1.08500523e-03, 3.20923403e-02, 8.63189809e-04, -1.51694159e-03
1.39607859e+01, -1.17936001e+01, -1.24124832e+02, 5.99070638e-03, 1.75528193e-03, -1.07881799e-03, 3.17345373e-02, 3.53269046e-04, -2.44886009e-03
1.39413996e+01, -1.18454971e+01, -1.24343063e+02, 6.16740528e-03, 1.50211109e-03, -9.93596623e-04, 3.19922380e-02, 1.39669981e-04, -3.33075086e-03
1.39217510e+01, -1.18692055e+01, -1.24565651e+02, 6.48004189e-03, 1.57830492e-03, -9.00808140e-04, 3.27211395e-02, 1.59377596e-04, -4.03455319e-03
1.39020872e+01, -1.18646145e+01, -1.24789062e+02, 6.86742924e-03, 1.66471780e-03, -7.08549051e-04, 3.37751433e-02, 3.17301514e-04, -4.41139657e-03
1.38826532e+01, -1.18320408e+01, -1.25009880e+02, 7.26879528e-03, 1.79310492e-03, -4.36583185e-04, 3.49662378e-02, 4.96653665e-04, -4.44353046e-03
1.38636971e+01, -1.17721405e+01, -1.25224785e+02, 7.62588857e-03, 1.75202347e-03, -1.54466616e-04, 3.61669771e-02, 6.13508222e-04, -4.24655108e-03
1.38454819e+01, -1.16858444e+01, -1.25430603e+02, 8.07362050e-03, 1.76533032e-03, 1.48577848e-04, 3.76168787e-02, 6.13166892e-04, -3.92588694e-03
1.38283110e+01, -1.15743942e+01, -1.25624207e+02, 9.04606003e-03, 1.67806225e-03, 4.73614462e-04, 4.03132886e-02, 5.77364059e-04, -3.79272667e-03
1.38125010e+01, -1.14394865e+01, -1.25802490e+02, 9.72321816e-03, 2.55221548e-03, 9.58051009e-04, 3.91620658e-02, 8.63208843e-04, -3.88604705e-03
1.35818853e+01, -1.13668270e+01, -1.25865105e+02, 7.87198823e-03, 1.40238716e-03, 3.43899970e-04, 3.68896462e-02, 7.38269009e-04, -3.66199133e-03
1.35685406e+01, -1.12007885e+01, -1.26015556e+02, 7.13275932e-03, 1.67938345e-03, 1.16586883e-03, 3.60606425e-02, 7.90436170e-04, -3.50816455e-03
1.35571098e+01, -1.10170012e+01, -1.26144035e+02, 8.53220839e-03, 1.50200468e-03, 1.06664735e-03, 3.89255732e-02, 7.53959466e-04, -3.60583770e-03
1.35477715e+01, -1.08185024e+01, -1.26248390e+02, 9.60273761e-03, 1.32841407e-03, 1.21076510e-03, 4.15500887e-02, 8.30508128e-04, -3.75804305e-03
1.35406590e+01, -1.06085749e+01, -1.26326973e+02, 9.95273422e-03, 9.68531473e-04, 1.11912296e-03, 4.27952819e-02, 8.38368258e-04, -3.75980907e-03
1.35358448e+01, -1.03906279e+01, -1.26378654e+02, 1.00621898e-02, 5.96543949e-04, 1.29384070e-03, 4.34007049e-02, 6.59461075e-04, -3.67356627e-03
1.35333242e+01, -1.01682081e+01, -1.26402809e+02, 9.99686960e-03, 1.44598962e-04, 1.35148480e-03, 4.35909294e-02, 3.76157666e-04, -3.58993607e-03
1.35332022e+01, -9.94498062e+00, -1.26399323e+02, 9.80006997e-03, -1.73286608e-04, 1.15407608e-03, 4.33097333e-02, 1.70562300e-04, -3.54831712e-03
1.35357199e+01, -9.72468376e+00, -1.26368599e+02, 9.56727099e-03, -5.37025102e-04, 1.20498461e-03, 4.26715277e-02, -1.04369201e-05, -3.55123193e-03
1.35407400e+01, -9.51093864e+00, -1.26311401e+02, 9.20553505e-03, -8.52081692e-04, 1.02367101e-03, 4.16930616e-02, -2.61721201e-04, -3.60037107e-03
1.35481701e+01, -9.30516338e+00, -1.26227814e+02, 8.89273081e-03, -1.21054996e-03, 1.16891868e-03, 4.03343290e-02, -3.85919848e-04, -3.62514798e-03
1.35578756e+01, -9.11100006e+00, -1.26119270e+02, 8.46610963e-03, -1.54533784e-03, 1.53974991e-03, 3.86535302e-02, -2.67253199e-04, -3.52490717e-03
1.35697403e+01, -8.93146420e+00, -1.25987167e+02, 7.86374789e-03, -6.20782885e-05, -4.90349310e-04, 3.72912548e-02, -3.22683918e-04, -3.54630547e-03
1.38006830e+01, -8.84924603e+00, -1.25933578e+02, 8.20778124e-03, -1.66886894e-03, -2.30617574e-04, 3.40784565e-02, -1.15143298e-03, -4.08578152e-03
1.35993328e+01, -8.62793636e+00, -1.25660149e+02, 7.06716022e-03, -2.50093848e-03, 8.99839448e-04, 3.21465470e-02, -5.88289462e-04, -3.61497514e-03
1.36166325e+01, -8.50917625e+00, -1.25470230e+02, 6.73174858e-03, -2.07720930e-03, 7.81625276e-04, 3.29206586e-02, -2.53738381e-05, -2.86441762e-03
1.36352501e+01, -8.41529465e+00, -1.25266518e+02, 7.05913873e-03, -2.33191857e-03, 6.48189860e-04, 3.41250226e-02, 2.02149560e-04, -2.35696579e-03
1.36548576e+01, -8.34800911e+00, -1.25052345e+02, 7.42481835e-03, -1.63344468e-03, 2.86750583e-04, 3.51068862e-02, 2.25042822e-04, -1.95709988e-03
1.36752415e+01, -8.30853367e+00, -1.24831085e+02, 7.84790330e-03, -1.22948911e-03, -6.44221800e-05, 3.60521674e-02, 1.18016025e-04, -1.73826201e-03
1.36955194e+01, -8.29757500e+00, -1.24607323e+02, 8.21447838e-03, -2.37888424e-03, -2.99412612e-04, 3.71290930e-02, -7.05350831e-05, -1.74640061e-03
1.37155905e+01, -8.31491566e+00, -1.24384361e+02, 8.63506831e-03, -2.68151960e-03, -7.12382374e-04, 3.82997878e-02, -2.81988236e-04, -1.81699230e-03
1.37352133e+01, -8.36006069e+00, -1.24165550e+02, 8.97219963e-03, -2.75080162e-03, -1.17411569e-03, 3.94638106e-02, -5.00141352e-04, -1.98650034e-03
1.37541161e+01, -8.43220139e+00, -1.23954193e+02, 9.18285176e-03, -2.55101873e-03, -1.52705214e-03, 4.04424295e-02, -7.30983040e-04, -2.13821232e-03
1.37720289e+01, -8.53025436e+00, -1.23753456e+02, 9.30410251e-03, -2.47562840e-03, -1.94062514e-03, 4.12219688e-02, -9.36297642e-04, -2.35467963e-03
1.37886667e+01, -8.65286350e+00, -1.23566414e+02, 9.38324258e-03, -2.30111741e-03, -2.25334568e-03, 4.17735167e-02, -1.14867173e-03, -2.55427207e-03
1.38037062e+01, -8.79836273e+00, -1.23395973e+02, 9.49263945e-03, -2.34918250e-03, -2.68443464e-03, 4.22519408e-02, -1.44256593e-03, -2.66173878e-03
1.38168068e+01, -8.96475887e+00, -1.23244789e+02, 9.69774276e-03, -2.07749219e-03, -2.83112028e-03, 4.28736582e-02, -1.77439931e-03, -2.79545668e-03
1.38276815e+01, -9.14974976e+00, -1.23115364e+02, 1.00105088e-02, -1.94788014e-03, -3.13777081e-03, 4.37252074e-02, -2.01239833e-03, -3.05058900e-03
1.38366737e+01, -9.34906769e+00, -1.23010620e+02, 1.03317499e-02, -1.79260760e-03, -3.59577336e-03, 4.46411632e-02, -2.00996385e-03, -3.42491874e-03
1.38435020e+01, -9.55934525e+00, -1.22931808e+02, 1.05539402e-02, -1.35489018e-03, -3.88921774e-03, 4.53805365e-02, -1.65507628e-03, -3.84424906e-03
1.38480310e+01, -9.77728367e+00, -1.22879852e+02, 1.06696412e-02, -7.53707835e-04, -4.25486872e-03, 4.59118783e-02, -9.27454792e-04, -4.20575310e-03
1.38501892e+01, -9.99934101e+00, -1.22855362e+02, 1.07125081e-02, -1.47970895e-05, -4.21089446e-03, 4.62530926e-02, 5.84572408e-05, -4.38608974e-03
1.38499546e+01, -1.02217550e+01, -1.22858376e+02, 1.06480177e-02, 7.22563418e-04, -3.83243570e-03, 4.62768041e-02, 1.14102254e-03, -4.29686811e-03
1.38473330e+01, -1.04407825e+01, -1.22888489e+02, 1.04186693e-02, 1.45533751e-03, -3.84123996e-03, 4.58697975e-02, 2.10284512e-03, -3.94083373e-03
1.38423595e+01, -1.06555767e+01, -1.22945656e+02, 1.01550296e-02, 1.89862389e-03, -3.75745236e-03, 4.51487675e-02, 2.64914962e-03, -3.43457120e-03
1.38351793e+01, -1.08625536e+01, -1.23029091e+02, 9.73375607e-03, 1.95200392e-03, -3.19578964e-03, 4.39636000e-02, 2.73195445e-03, -2.88661988e-03
1.38258638e+01, -1.10580177e+01, -1.23137718e+02, 9.17743891e-03, 1.90950697e-03, -2.56329752e-03, 4.22867052e-02, 2.64649000e-03, -2.29405449e-03
1.38140030e+01, -1.12387075e+01, -1.23270073e+02, 8.54468253e-03, 1.94169092e-03, -2.23344588e-03, 4.02181596e-02, 2.36540241e-03, -1.76380191e-03
1.37998667e+01, -1.14017019e+01, -1.23424500e+02, 7.95036927e-03, 1.90503325e-03, -1.90839730e-03, 3.80246751e-02, 1.84771733e-03, -1.48126099e-03
1.37837658e+01, -1.15443649e+01, -1.23599106e+02, 7.41584133e-03, 1.86176435e-03, -1.57723052e-03, 3.60906161e-02, 1.23780186e-03, -1.52770802e-03
1.37664080e+01, -1.16636438e+01, -1.23791260e+02, 7.23631261e-03, 1.09294965e-03, -1.01686036e-03, 3.48780937e-02, 6.92676462e-04, -1.86189834e-03
1.37479706e+01, -1.17569122e+01, -1.23996292e+02, 7.20465044e-03, 1.14407134e-03, -9.52771341e-04, 3.43797356e-02, 2.98031606e-04, -2.36183708e-03
1.37288675e+01, -1.18230696e+01, -1.24210930e+02, 7.30242999e-03, 1.09226187e-03, -9.18614736e-04, 3.44515592e-02, 6.67700369e-05, -2.97375349e-03
1.37092848e+01, -1.18613138e+01, -1.24431709e+02, 7.51665188e-03, 1.38796179e-03, -8.56419676e-04, 3.49833220e-02, 1.64789799e-05, -3.53535824e-03
1.36894970e+01, -1.18712969e+01, -1.24655205e+02, 7.76978256e-03, 1.15029165e-03, -7.34566245e-04, 3.58142368e-02, 1.02685255e-04, -3.94705636e-03
1.36697712e+01, -1.18531084e+01, -1.24877960e+02, 8.03005602e-03, 1.33557443e-03, -5.13123756e-04, 3.67753021e-02, 2.38095934e-04, -4.07651206e-03
1.36503687e+01, -1.18072147e+01, -1.25096581e+02, 8.30547884e-03, 1.40203256e-03, -3.07711627e-04, 3.77569236e-02, 3.49795737e-04, -4.02542762e-03
1.36315508e+01, -1.17343845e+01, -1.25307785e+02, 8.58295429e-03, 1.10315613e-03, -1.98436130e-04, 3.87570187e-02, 3.78250726e-04, -3.83950374e-03
1.36136255e+01, -1.16356688e+01, -1.25508362e+02, 8.95725843e-03, 1.58540544e-03, 2.30595877e-04, 4.01489846e-02, 3.22050648e-04, -3.64886713e-03
1.35969610e+01, -1.15124865e+01, -1.25695190e+02, 1.03788329e-02, 2.20277300e-03, 7.45127560e-04, 4.12043259e-02, 4.21909121e-04, -3.76480608e-03
1.33511515e+01, -1.12887774e+01, -1.25922401e+02, 7.26024574e-03, 1.59525301e-03, 1.01981487e-03, 3.55780087e-02, 4.28550877e-04, -3.36552178e-03
1.33387060e+01, -1.11133413e+01, -1.26062645e+02, 7.91885424e-03, 1.46938802e-03, 1.15341088e-03, 3.72999497e-02, 3.42687825e-04, -3.38862208e-03
1.33283033e+01, -1.09214869e+01, -1.26179756e+02, 9.20694508e-03, 1.19300373e-03, 1.16134831e-03, 4.06061523e-02, 2.87972362e-04, -3.57674435e-03
1.33200922e+01, -1.07165651e+01, -1.26271782e+02, 9.94530320e-03, 1.07486267e-03, 1.46075734e-03, 4.25545871e-02, 3.39663646e-04, -3.70547618e-03
1.33141785e+01, -1.05017920e+01, -1.26337395e+02, 1.01285735e-02, 6.92213012e-04, 1.14471745e-03, 4.33774218e-02, 4.17169300e-04, -3.73858702e-03
1.33106480e+01, -1.02806396e+01, -1.26375656e+02, 1.01141585e-02, 2.52099562e-04, 9.24635271e-04, 4.37080190e-02, 3.16800724e-04, -3.69437761e-03
1.33095608e+01, -1.00567007e+01, -1.26386101e+02, 1.00114197e-02, -4.96898137e-05, 1.29006570e-03, 4.36329879e-02, 2.03317672e-04, -3.64792277e-03
1.33109274e+01, -9.83362293e+00, -1.26368698e+02, 9.90734249e-03, -4.03568440e-04, 1.39724172e-03, 4.32718694e-02, 1.82258809e-04, -3.61643755e-03
1.33147345e+01, -9.61502647e+00, -1.26323929e+02, 9.74148419e-03, -6.07475580e-04, 9.97349038e-04, 4.27304804e-02, 8.67741910e-05, -3.61967017e-03
1.33209267e+01, -9.40412045e+00, -1.26252647e+02, 9.49864741e-03, -1.16490235e-03, 1.45817536e-03, 4.19004187e-02, -7.03253536e-05, -3.64096952e-03
1.33294230e+01, -9.20448399e+00, -1.26156174e+02, 9.03390069e-03, -1.31384982e-03, 1.27132109e-03, 4.07090262e-02, -3.27665111e-05, -3.55022913e-03
1.33401680e+01, -9.01776505e+00, -1.26035294e+02, 8.67889449e-03, -1.60698802e-03, 1.60900212e-03, 3.92516218e-02, 2.05246193e-04, -3.29127838e-03
1.33529596e+01, -8.84723282e+00, -1.25891991e+02, 8.12968984e-03, -2.49050499e-04, -6.89499575e-05, 3.80818099e-02, 1.47286308e-04, -3.25726182e-03
1.35836687e+01, -8.76959515e+00, -1.25833427e+02, 8.50031525e-03, -1.13148394e-03, -4.16458090e-04, 3.48472819e-02, -4.89753904e-04, -3.67363170e-03
1.33839445e+01, -8.56542015e+00, -1.25546478e+02, 7.50804786e-03, -2.54070875e-03, 9.42338840e-04, 3.35853621e-02, -1.24331869e-04, -3.26373777e-03
1.34016666e+01, -8.45914841e+00, -1.25349594e+02, 7.32963253e-03, -1.72240532e-03, 5.56750747e-04, 3.45572010e-02, 2.57291918e-04, -2.65530613e-03
1.34205189e+01, -8.37859440e+00, -1.25140671e+02, 7.72075681e-03, -2.16164580e-03, 4.46590100e-04, 3.58361527e-02, 3.31199873e-04, -2.37976387e-03
1.34401779e+01, -8.32516575e+00, -1.24923073e+02, 8.14612117e-03, -2.58507533e-03, 1.07454813e-04, 3.68637107e-02, 2.44598690e-04, -2.35344400e-03
1.34602385e+01, -8.29976082e+00, -1.24700562e+02, 8.47662240e-03, -2.89331540e-03, -3.10008851e-04, 3.78618501e-02, 1.06884014e-04, -2.46695708e-03
1.34803295e+01, -8.30266285e+00, -1.24476913e+02, 8.73796921e-03, -2.78389151e-03, -6.98582327e-04, 3.88364457e-02, -3.87745640e-05, -2.51273322e-03
1.35001764e+01, -8.33362103e+00, -1.24255615e+02, 8.99951998e-03, -2.83949962e-03, -1.12203101e-03, 3.98349129e-02, -2.05088741e-04, -2.53188098e-03
1.35194979e+01, -8.39201736e+00, -1.24040031e+02, 9.24789533e-03, -2.72974954e-03, -1.49861909e-03, 4.07438092e-02, -3.91169888e-04, -2.56948662e-03
1.35380077e+01, -8.47692776e+00, -1.23833412e+02, 9.45258792e-03, -2.52611912e-03, -1.84183184e-03, 4.14679721e-02, -5.75188373e-04, -2.64918059e-03
1.35554256e+01, -8.58712006e+00, -1.23638908e+02, 9.56551358e-03, -2.48458562e-03, -2.26286892e-03, 4.20098454e-02, -7.43480341e-04, -2.77586258e-03
1.35714664e+01, -8.72106171e+00, -1.23459549e+02, 9.64744110e-03, -2.39061215e-03, -2.65522255e-03, 4.24567647e-02, -9.45510808e-04, -2.87567079e-03
1.35858278e+01, -8.87689590e+00, -1.23298149e+02, 9.73217469e-03, -2.23517301e-03, -2.95587978e-03, 4.29336727e-02, -1.17940630e-03, -2.98705255e-03
1.35982513e+01, -9.05248642e+00, -1.23157234e+02, 9.82495677e-03, -2.05501704e-03, -3.34746274e-03, 4.34976630e-02, -1.35964702e-03, -3.19109135e-03
1.36086388e+01, -9.24561310e+00, -1.23039101e+02, 9.97276604e-03, -1.73346582e-03, -3.54597531e-03, 4.41698059e-02, -1.42950087e-03, -3.49024846e-03
1.36167898e+01, -9.45142365e+00, -1.22946724e+02, 1.01537146e-02, -1.35600765e-03, -3.55775794e-03, 4.48202565e-02, -1.32715120e-03, -3.82272271e-03
1.36225929e+01, -9.66674423e+00, -1.22880951e+02, 1.02757029e-02, -8.86899768e-04, -3.65997571e-03, 4.52825204e-02, -9.39730729e-04, -4.13475325e-03
1.36259670e+01, -9.88786983e+00, -1.22842575e+02, 1.03279902e-02, -3.43856111e-04, -3.75758973e-03, 4.55560051e-02, -3.39285034e-04, -4.33793012e-03
1.36268892e+01, -1.01113033e+01, -1.22831917e+02, 1.03522092e-02, 2.46070558e-04, -3.82448337e-03, 4.57179807e-02, 3.39781342e-04, -4.37128171e-03
1.36253824e+01, -1.03334484e+01, -1.22848808e+02, 1.03306286e-02, 8.11947801e-04, -3.26362881e-03, 4.56411019e-02, 1.10757316e-03, -4.19566082e-03
1.36215267e+01, -1.05508471e+01, -1.22892670e+02, 1.00335591e-02, 1.43618719e-03, -3.65798571e-03, 4.52040732e-02, 1.69473933e-03, -3.84661183e-03
1.36153660e+01, -1.07623110e+01, -1.22963539e+02, 9.79809556e-03, 1.61621277e-03, -3.47085996e-03, 4.44939770e-02, 1.80580805e-03, -3.47953010e-03
1.36070604e+01, -1.09637403e+01, -1.23060219e+02, 9.50354803e-03, 1.76051294e-03, -3.15115531e-03, 4.34053317e-02, 1.70320354e-03, -3.10082943e-03
1.35965252e+01, -1.11514931e+01, -1.23181175e+02, 9.15631466e-03, 1.89160672e-03, -2.80900230e-03, 4.20188047e-02, 1.59181596e-03, -2.67421268e-03
1.35836964e+01, -1.13227072e+01, -1.23324715e+02, 8.83501302e-03, 1.91125891e-03, -2.41404399e-03, 4.05020565e-02, 1.34076434e-03, -2.34055822e-03
1.35688410e+01, -1.14748745e+01, -1.23489006e+02, 8.55057593e-03, 1.89424201e-03, -2.13142415e-03, 3.90356369e-02, 9.09325492e-04, -2.27354071e-03
1.35522690e+01, -1.16054630e+01, -1.23671730e+02, 8.30583740e-03, 1.94980309e-03, -1.80529011e-03, 3.79035100e-02, 4.89780214e-04, -2.41270219e-03
1.35341825e+01, -1.17120943e+01, -1.23870216e+02, 8.17277376e-03, 2.13994319e-03, -1.54695439e-03, 3.73224579e-02, 2.14822387e-04, -2.61657638e-03
1.35155973e+01, -1.17923670e+01, -1.24080490e+02, 8.20495281e-03, 1.92547857e-03, -1.21748587e-03, 3.72230150e-02, 3.13538621e-05, -2.93888035e-03
1.34962282e+01, -1.18450766e+01, -1.24298409e+02, 8.31520464e-03, 1.94811332e-03, -9.97725758e-04, 3.74875776e-02, -5.42781418e-05, -3.32225556e-03
1.34764423e+01, -1.18697634e+01, -1.24520866e+02, 8.47721752e-03, 2.15789722e-03, -8.08923913e-04, 3.80104110e-02, -3.33527023e-05, -3.68655031e-03
1.34565430e+01, -1.18662319e+01, -1.24744461e+02, 8.64363555e-03, 1.71903230e-03, -5.53212885e-04, 3.86150964e-02, 5.43974929e-05, -3.90059082e-03
1.34368153e+01, -1.18346825e+01, -1.24965759e+02, 8.77029728e-03, 1.99566036e-03, -2.00836788e-04, 3.92362885e-02, 1.32400965e-04, -3.85613390e-03
1.34175301e+01, -1.17756901e+01, -1.25181358e+02, 8.92642513e-03, 2.13008095e-03, 6.97639698e-05, 3.98344584e-02, 1.77470050e-04, -3.78726004e-03
1.33989716e+01, -1.16901493e+01, -1.25387970e+02, 9.13365185e-03, 2.09962088e-03, 2.65234266e-04, 4.05663513e-02, 1.83999931e-04, -3.72431031e-03
1.33814917e+01, -1.15793095e+01, -1.25582390e+02, 9.76201519e-03, 1.71250035e-03, 3.19125364e-04, 4.22707684e-02, 1.87294703e-04, -3.79615510e-03
1.33654747e+01, -1.14448299e+01, -1.25761505e+02, 9.88614466e-03, 2.27077375e-03, 8.81993852e-04, 3.97475809e-02, 3.09635594e-04, -3.70590272e-03
1.31343489e+01, -1.13720770e+01, -1.25822334e+02, 8.26592091e-03, 1.23750302e-03, 3.14439880e-04, 3.76069285e-02, 1.62270837e-04, -3.49634397e-03
1.31208458e+01, -1.12062387e+01, -1.25973732e+02, 7.35821109e-03, 1.34659163e-03, 1.01872894e-03, 3.66673842e-02, 1.48634557e-04, -3.35139665e-03
1.31092854e+01, -1.10216084e+01, -1.26103600e+02, 8.75538308e-03, 7.97770510e-04, 6.17975020e-04, 3.95531468e-02, -2.04998232e-05, -3.45743727e-03
1.30999327e+01, -1.08227034e+01, -1.26208832e+02, 9.81947128e-03, 5.20108384e-04, 6.77995093e-04, 4.21992354e-02, -1.22382175e-04, -3.61145800e-03
1.30928745e+01, -1.06120720e+01, -1.26288292e+02, 1.02306502e-02, 7.30970700e-04, 1.29675143e-03, 4.33823317e-02, 1.35798873e-05, -3.74204060e-03
1.30882177e+01, -1.03931141e+01, -1.26340736e+02, 1.02753034e-02, 4.09684959e-04, 9.67169704e-04, 4.37691137e-02, 1.71889682e-04, -3.79000255e-03
1.30860147e+01, -1.01695671e+01, -1.26365364e+02, 1.02030905e-02, 6.43203675e-05, 1.26203941e-03, 4.37867641e-02, 1.21304482e-04, -3.76590341e-03
1.30863085e+01, -9.94498825e+00, -1.26361870e+02, 1.00983558e-02, -2.66323652e-04, 1.42765604e-03, 4.35795002e-02, 1.42902863e-04, -3.73417209e-03
1.30890579e+01, -9.72299957e+00, -1.26330452e+02, 9.97506827e-03, -5.29725745e-04, 1.25798804e-03, 4.32685725e-02, 2.23542971e-04, -3.69259366e-03
1.30942287e+01, -9.50711823e+00, -1.26271751e+02, 9.87588894e-03, -9.64020728e-04, 1.32172706e-03, 4.28467058e-02, 1.55923102e-04, -3.68237938e-03
1.31017494e+01, -9.30071926e+00, -1.26186928e+02, 9.58577637e-03, -1.09563244e-03, 1.11306214e-03, 4.21479382e-02, 1.48193416e-04, -3.63000436e-03
1.31115017e+01, -9.10684109e+00, -1.26077408e+02, 9.10462067e-03, -1.34135177e-03, 1.18876656e-03, 4.10678796e-02, 2.91272561e-04, -3.43738683e-03
1.31233025e+01, -8.92877102e+00, -1.25945198e+02, 8.66793562e-03, -1.53409562e-03, 1.44790474e-03, 3.97989601e-02, 5.16604981e-04, -3.10572144e-03
1.31370430e+01, -8.76795864e+00, -1.25791328e+02, 8.15502834e-03, -3.93968476e-05, -1.23797145e-04, 3.86424623e-02, 4.31728695e-04, -3.01654404e-03
1.33676481e+01, -8.69559479e+00, -1.25728271e+02, 8.82596429e-03, -1.35901361e-03, -7.32822082e-05, 3.58668752e-02, -4.89320628e-05, -3.36855231e-03
