
[Name]
Default Domain Default

[Data]
X [ m ], Y [ m ], Z [ m ], Velocity u [ m s^-1 ], Velocity v [ m s^-1 ], Velocity w [ m s^-1 ], Wall Shear X [ Pa ], Wall Shear Y [ Pa ], Wall Shear Z [ Pa ]
2.04715233e+01, -1.14041662e+01, -1.23960915e+02, 9.89784859e-03, -3.37166199e-03, 1.79950288e-03, -5.03872056e-03, -3.97622306e-03, -3.73535906e-03
2.04126301e+01, -1.12519369e+01, -1.23821838e+02, 6.56305719e-03, -1.01300795e-03, 3.09132913e-04, -1.17808245e-02, -4.88479296e-03, -3.64185474e-03
2.16041393e+01, -9.16185284e+00, -1.24185188e+02, 1.30607290e-02, -2.36528274e-03, -1.84519624e-03, 3.60248610e-02, 1.18257932e-03, -1.00237206e-02
2.16628113e+01, -9.31942940e+00, -1.24054474e+02, 1.36228856e-02, 6.08289665e-05, -2.74529099e-03, 3.63077931e-02, 6.34466705e-04, -8.28983635e-03
2.17977200e+01, -9.21472073e+00, -1.24178391e+02, 5.71542559e-03, -1.83706543e-05, 1.29510881e-04, 2.52483487e-02, 2.11529783e-03, -8.57710280e-03
2.10068302e+01, -1.00431376e+01, -1.23554077e+02, 1.55749274e-02, -9.56021249e-05, 8.51032231e-03, 1.04616163e-02, -2.39565577e-02, 3.22371838e-03
2.08463249e+01, -1.01559114e+01, -1.23517242e+02, 8.85105599e-03, -2.14084145e-03, 1.03179649e-04, 6.67339284e-03, -2.97901072e-02, 2.23392923e-03
2.10464554e+01, -1.02352858e+01, -1.23530106e+02, 6.82574464e-03, -1.64831686e-03, 2.13579112e-03, -2.63506256e-04, -2.68529449e-02, 2.18190462e-03
2.10929565e+01, -1.04372530e+01, -1.23533966e+02, 9.00907442e-03, -9.43911844e-04, -3.45898489e-03, -7.99593329e-03, -2.55261026e-02, -4.21456090e-04
2.12713852e+01, -1.03001938e+01, -1.23553238e+02, 5.24134748e-03, -9.99857555e-04, -3.55930044e-03, -7.73516949e-03, -2.51641590e-02, 2.41480884e-03
2.08105812e+01, -9.95667744e+00, -1.23542076e+02, 6.58806413e-03, -5.61517524e-03, -7.10197026e-03, 8.36560223e-03, -2.43432336e-02, 4.03011777e-03
3.37570000e+01, -8.24751568e+00, -1.32673492e+02, 2.15047528e-03, 1.25754939e-03, -5.55608561e-03, -1.79883465e-02, -1.47208932e-03, 9.42988042e-03
3.38717728e+01, -8.30310917e+00, -1.32583862e+02, 2.36464175e-03, 1.31056923e-03, -6.20070565e-03, -2.21868288e-02, 6.04652916e-04, 2.30355607e-03
3.37158279e+01, -8.30359173e+00, -1.32535858e+02, 6.17706217e-03, 2.48030643e-04, -1.07617564e-02, -1.52913379e-02, 1.00714050e-03, 3.01065715e-03
3.28587189e+01, -6.85768032e+00, -1.32825027e+02, 2.09614038e-04, 3.61782778e-03, -1.28040053e-02, 1.89443771e-02, -2.01532282e-02, -3.40443179e-02
3.28667183e+01, -7.01565981e+00, -1.32890915e+02, 2.33417028e-03, 2.70826928e-03, -8.92864075e-03, 1.95676684e-02, -1.93022694e-02, -2.72371247e-02
3.27667122e+01, -6.98867750e+00, -1.32752228e+02, 1.12786787e-02, 1.47973199e-03, -1.34228170e-02, 2.43141484e-02, -2.30783336e-02, -3.59931327e-02
3.28969612e+01, -7.17715263e+00, -1.32931046e+02, 5.21190278e-03, 2.44152942e-03, -9.60488245e-03, 1.93055756e-02, -1.68886539e-02, -1.98281165e-02
3.27855949e+01, -7.14553213e+00, -1.32803345e+02, 9.90961865e-03, 6.71155809e-04, -1.28989574e-02, 2.57931370e-02, -2.16327738e-02, -2.92111114e-02
3.28174171e+01, -7.30846596e+00, -1.32829865e+02, 1.09390998e-02, 4.55781305e-03, -1.03656687e-02, 2.82475203e-02, -1.67219471e-02, -2.66257804e-02
3.29501343e+01, -7.35361958e+00, -1.32954971e+02, -4.26463084e-04, 8.84074077e-04, -1.40114343e-02, 1.21138683e-02, -1.15637323e-02, -9.66175739e-03
3.37966423e+01, -8.18189240e+00, -1.32808472e+02, 1.89436099e-03, 1.54554087e-03, -4.85653104e-03, -2.15097759e-02, -3.26692918e-03, 1.20136393e-02
3.39114876e+01, -8.24155140e+00, -1.32721802e+02, 1.56247392e-04, 1.36661634e-03, -4.97960113e-03, -2.52597462e-02, -1.80019147e-03, 6.40314724e-03
3.40270233e+01, -8.28897095e+00, -1.32625961e+02, 1.87728880e-03, 3.20245302e-03, -6.57224981e-03, -2.87956279e-02, 2.10624305e-03, -7.16891605e-03
3.40944099e+01, -8.37471771e+00, -1.32379822e+02, 2.39059748e-03, 2.45091645e-03, -5.37476502e-03, -2.30087992e-02, 1.63158635e-03, -1.59318037e-02
3.42517242e+01, -8.33678341e+00, -1.32406281e+02, 3.27772065e-03, 2.41084141e-03, -6.76360307e-03, -2.36168057e-02, 9.71924455e-04, -2.53330693e-02
3.41983109e+01, -8.38326931e+00, -1.32260956e+02, 3.04847979e-03, 3.73143353e-03, -6.48348872e-03, -2.36010235e-02, -1.22291071e-03, -2.27295309e-02
3.43572693e+01, -8.33333015e+00, -1.32281845e+02, 3.92503431e-03, 2.13287002e-03, -7.79204071e-03, -2.23904233e-02, -1.88967795e-03, -3.36279236e-02
3.42966576e+01, -8.37501526e+00, -1.32132324e+02, 3.37560941e-03, 3.66586796e-03, -6.78056106e-03, -2.29227953e-02, -4.36156010e-03, -3.05949617e-02
3.44569931e+01, -8.31096649e+00, -1.32146240e+02, 4.65414813e-03, 2.45958543e-03, -8.25453270e-03, -1.77373756e-02, -5.10739489e-03, -4.11600918e-02
3.45293465e+01, -8.24866867e+00, -1.31797180e+02, 1.33144995e-03, 5.38271712e-03, -2.97965342e-03, -1.07264267e-02, -1.20022725e-02, -2.07849406e-02
3.45488319e+01, -8.26326942e+00, -1.31984543e+02, -1.27994758e-03, 1.17253363e-02, -7.41287926e-03, -1.05459578e-02, -8.14927369e-03, -3.52605544e-02
3.46638374e+01, -8.16545105e+00, -1.31867661e+02, 2.55294098e-03, 4.89436835e-03, -7.29675964e-03, -5.14507480e-03, -1.04772784e-02, -3.16940174e-02
3.46176109e+01, -8.15771961e+00, -1.31696213e+02, 1.89404457e-03, 2.59753247e-03, -2.83891056e-03, -7.52061745e-03, -1.37530584e-02, -2.21089125e-02
3.47434196e+01, -8.06057930e+00, -1.31761292e+02, 4.89582960e-03, 4.24829172e-03, -7.39162322e-03, 1.41993258e-03, -1.08365547e-02, -3.35686617e-02
3.46849480e+01, -8.04748344e+00, -1.31599213e+02, 4.86117136e-03, 2.76367436e-03, -5.08558145e-03, -3.34726574e-05, -1.46071874e-02, -2.54241116e-02
3.48006706e+01, -7.94636059e+00, -1.31662567e+02, 6.02293247e-03, 5.66608459e-03, -7.94553570e-03, 9.79324523e-03, -8.18918087e-03, -3.58309820e-02
3.47319641e+01, -7.92939997e+00, -1.31510971e+02, 5.14376489e-03, 4.50943271e-03, -7.75450608e-03, 1.15635190e-02, -1.00373533e-02, -3.28091793e-02
3.48448296e+01, -7.82772017e+00, -1.31567780e+02, 5.57556795e-03, 5.16030751e-03, -7.64971459e-03, 1.79014765e-02, -1.57618255e-03, -3.64457592e-02
3.47697334e+01, -7.81247568e+00, -1.31420914e+02, 4.17101942e-03, 5.31354500e-03, -6.61303569e-03, 2.09263191e-02, -1.11640675e-03, -3.28764953e-02
3.48752861e+01, -7.70138645e+00, -1.31476135e+02, 5.65652177e-03, 4.89297975e-03, -8.58727936e-03, 2.49529723e-02, 6.92486204e-03, -3.63437682e-02
3.47905807e+01, -7.68372965e+00, -1.31331421e+02, 2.57816515e-03, 3.04326788e-03, -4.39041061e-03, 2.74703391e-02, 7.48708798e-03, -3.08742598e-02
3.37214928e+01, -6.00112963e+00, -1.31487000e+02, 8.52021389e-04, -2.77418410e-03, -3.56879458e-03, -2.50454322e-02, -7.32327858e-03, 7.09677814e-03
3.39221268e+01, -5.99020910e+00, -1.31496429e+02, 9.21773753e-05, 2.91351019e-03, 1.02681969e-03, -3.12887579e-02, -1.38381578e-03, 8.57358426e-03
3.37939148e+01, -5.92909098e+00, -1.31634705e+02, -3.22917855e-04, 2.47790455e-03, -1.47420622e-03, -3.14276889e-02, -5.41755604e-03, 4.69326554e-03
3.35461273e+01, -5.95686340e+00, -1.31749664e+02, -1.55369285e-03, 1.43596181e-03, -2.10281723e-04, -3.91314104e-02, -1.48129044e-02, 1.16491516e-03
3.36902962e+01, -5.90965891e+00, -1.31761734e+02, 5.46239899e-04, 2.14828382e-04, -3.31892841e-03, -3.57624181e-02, -8.29189923e-03, -1.79394323e-03
3.35973663e+01, -5.90818787e+00, -1.31878204e+02, 2.05096370e-03, -2.84208916e-03, -3.99821717e-03, -3.52400355e-02, -9.81961004e-03, -6.96901977e-03
3.28715668e+01, -6.70572758e+00, -1.32746811e+02, 3.47187882e-03, 3.34880711e-03, -1.06785623e-02, 1.29898423e-02, -1.88677963e-02, -3.40039916e-02
3.29873352e+01, -6.59376764e+00, -1.32808853e+02, 4.17903205e-03, 1.19054830e-03, -1.09925093e-02, 1.06797656e-02, -2.36130562e-02, -3.84221673e-02
3.29642258e+01, -6.73540211e+00, -1.32891052e+02, 2.43109302e-03, -1.02899503e-03, -1.11534456e-02, 1.52553013e-02, -2.53918376e-02, -3.56493704e-02
3.29605408e+01, -6.88586330e+00, -1.32961487e+02, 2.81373272e-03, -3.58348261e-05, -7.76306167e-03, 1.71981137e-02, -2.52886787e-02, -2.90712696e-02
3.29784698e+01, -7.04119730e+00, -1.33014343e+02, 3.04560713e-03, -3.02736298e-04, -6.86316658e-03, 1.66199394e-02, -2.28511654e-02, -1.98039729e-02
3.30157776e+01, -7.19648695e+00, -1.33050888e+02, -9.52990376e-04, 5.84990310e-04, -9.09128133e-03, 1.13350833e-02, -1.68913119e-02, -1.00340294e-02
3.32807159e+01, -7.71045971e+00, -1.33074432e+02, 6.32497435e-03, 3.12121841e-03, -6.10132515e-03, -7.59673351e-03, -1.13686768e-03, 6.65571261e-03
3.34106255e+01, -7.72819376e+00, -1.33156769e+02, 7.24299485e-03, 3.83120193e-03, -6.94629410e-03, -7.74016837e-03, -9.11825511e-04, 6.13777898e-03
3.33685760e+01, -7.82722759e+00, -1.33046844e+02, 5.98957110e-03, 3.94163467e-03, -3.27937049e-03, -1.08041763e-02, -1.56922406e-03, 9.13811568e-03
3.38339424e+01, -8.10818958e+00, -1.32941422e+02, 4.35792841e-03, 3.51954415e-03, -6.72283536e-03, -2.04017963e-02, -3.73741798e-03, 1.16935745e-02
3.39502525e+01, -8.17161274e+00, -1.32858139e+02, 2.30126549e-03, 2.94217537e-03, -6.83475751e-03, -2.56675258e-02, -2.46981415e-03, 7.63578899e-03
3.40666695e+01, -8.22257519e+00, -1.32765884e+02, 3.08170984e-03, 3.67552973e-03, -8.71679746e-03, -2.96812933e-02, 2.77527934e-03, -7.36832293e-03
3.41828957e+01, -8.25976562e+00, -1.32664536e+02, 3.79780494e-03, 4.79348283e-03, -8.69245082e-03, -2.68359184e-02, 6.87204115e-03, -2.48927902e-02
3.41412544e+01, -8.32201290e+00, -1.32521240e+02, 1.01230493e-04, 3.12275579e-03, -5.07785892e-03, -2.58203689e-02, 3.93555826e-03, -2.05286443e-02
3.42970657e+01, -8.28085327e+00, -1.32554260e+02, 2.46325438e-03, 3.66007537e-03, -7.95752276e-03, -2.46979110e-02, 5.63489553e-03, -3.43426429e-02
3.44076729e+01, -8.28358650e+00, -1.32435623e+02, 2.87079206e-03, 3.10403272e-03, -9.36502498e-03, -2.24764775e-02, 1.73153472e-03, -3.91022749e-02
3.45133781e+01, -8.26613426e+00, -1.32308975e+02, 3.81359598e-03, 2.44114036e-03, -1.08077815e-02, -1.68129522e-02, -9.75330535e-04, -4.66317870e-02
3.46132584e+01, -8.22497559e+00, -1.32174591e+02, 6.52635749e-03, -1.15480635e-03, -1.17144799e-02, -8.99820868e-03, -3.66680068e-03, -4.98292372e-02
3.47093124e+01, -8.15385342e+00, -1.32045029e+02, 7.01735122e-03, -3.85990163e-04, -1.20428028e-02, -1.88994629e-03, -5.84282447e-03, -4.72777337e-02
3.47946930e+01, -8.05809879e+00, -1.31929565e+02, 5.21590980e-03, 3.81772127e-03, -1.23474970e-02, 4.56306338e-03, -6.22306904e-03, -4.53465357e-02
3.48611832e+01, -7.95067120e+00, -1.31823563e+02, 5.53379860e-03, 5.94881084e-03, -1.15573192e-02, 1.14464378e-02, -3.78887891e-03, -4.29826826e-02
3.49124489e+01, -7.83503008e+00, -1.31724014e+02, 5.60333487e-03, 5.96594205e-03, -1.06040519e-02, 1.77250560e-02, 1.14173873e-03, -4.03022766e-02
3.49497795e+01, -7.71179104e+00, -1.31629684e+02, 5.86091820e-03, 5.90294600e-03, -1.12728961e-02, 2.24013552e-02, 6.94838259e-03, -3.77918370e-02
3.49706154e+01, -7.57797146e+00, -1.31542252e+02, 5.77551220e-03, 7.14887213e-03, -1.27777187e-02, 2.90327743e-02, 1.40316235e-02, -4.08093482e-02
3.48855209e+01, -7.56083107e+00, -1.31393005e+02, 4.68599051e-03, 4.88448096e-03, -8.55831895e-03, 3.10562216e-02, 1.37055293e-02, -3.84298861e-02
3.49712524e+01, -7.43190956e+00, -1.31466537e+02, 6.49678474e-03, 7.26309326e-03, -1.22447042e-02, 3.29683460e-02, 1.99571475e-02, -4.19023558e-02
3.48712959e+01, -7.40822220e+00, -1.31324921e+02, 5.29266009e-03, 5.03307255e-03, -1.07879741e-02, 3.76709811e-02, 2.12522764e-02, -4.23750170e-02
3.40954742e+01, -5.97256994e+00, -1.31587280e+02, 4.58488381e-03, 1.39379315e-03, -8.53812881e-03, -1.71190016e-02, 1.28278201e-02, -1.47772841e-02
3.39700546e+01, -5.90896559e+00, -1.31677444e+02, 1.30640925e-03, 5.18548209e-03, -3.17753665e-03, -2.56949589e-02, 4.27596504e-03, -7.83911720e-03
3.39786644e+01, -6.10392904e+00, -1.31354614e+02, 3.54157528e-04, 2.24238122e-03, -6.81158330e-04, -3.56512442e-02, 2.88833911e-03, 8.74062628e-03
3.40716896e+01, -6.04995632e+00, -1.31461761e+02, -2.44460907e-03, 3.96313565e-03, -7.34053829e-05, -3.02253272e-02, 9.57453996e-03, -2.11411083e-04
3.38513680e+01, -5.87401104e+00, -1.31793213e+02, 2.39068619e-03, 1.20217865e-03, -7.30436388e-03, -2.61039380e-02, 5.33301267e-04, -1.25246821e-02
3.37455750e+01, -5.86413717e+00, -1.31909775e+02, 2.81905779e-03, -6.70443871e-04, -8.73496290e-03, -2.46729963e-02, -1.62538921e-03, -2.01645959e-02
3.36450500e+01, -5.87289238e+00, -1.32023026e+02, 4.92629269e-03, -2.18195259e-03, -9.05390922e-03, -2.24244948e-02, -3.91505659e-03, -2.84640081e-02
3.35002480e+01, -5.92552185e+00, -1.31982681e+02, 3.82776116e-03, -3.98194650e-03, -2.57642660e-03, -2.81334706e-02, -1.01444488e-02, -1.71615295e-02
3.35476418e+01, -5.89983463e+00, -1.32135101e+02, 4.41391347e-03, -1.04590855e-03, -7.06044491e-03, -1.80052426e-02, -6.97585195e-03, -3.31052132e-02
3.30296326e+01, -6.46424103e+00, -1.32718872e+02, 6.10252563e-03, -8.92383279e-04, -9.43176448e-03, 9.81579069e-03, -2.25570779e-02, -4.76671867e-02
3.31474266e+01, -6.36956406e+00, -1.32774567e+02, 9.15187690e-03, -1.10241177e-04, -1.28520653e-02, 1.66155975e-02, -2.00475007e-02, -5.94039522e-02
3.31040001e+01, -6.49016094e+00, -1.32865677e+02, 7.02745514e-03, -2.29893858e-03, -1.49579756e-02, 1.61087066e-02, -2.47820094e-02, -5.24326228e-02
3.30743752e+01, -6.62191296e+00, -1.32950699e+02, 6.35939185e-03, -3.02256551e-03, -1.24091757e-02, 1.72669236e-02, -2.93687489e-02, -4.62217778e-02
3.30616646e+01, -6.76354408e+00, -1.33025391e+02, 5.72921289e-03, -2.47142580e-03, -9.86684766e-03, 1.77082401e-02, -3.15545946e-02, -3.70051600e-02
3.30679779e+01, -6.91253853e+00, -1.33085907e+02, 6.10933686e-03, -1.42664905e-03, -8.29651207e-03, 1.72780976e-02, -2.99431868e-02, -2.59655099e-02
3.30929871e+01, -7.06248951e+00, -1.33130142e+02, 5.64179337e-03, 8.24846284e-05, -7.98776932e-03, 1.57365054e-02, -2.57299319e-02, -1.68284941e-02
3.34574051e+01, -7.62350321e+00, -1.33264786e+02, 9.48287360e-03, 4.85585583e-03, -8.10403656e-03, -3.77273769e-03, 3.43218824e-04, 2.50932411e-03
3.35480537e+01, -7.74358511e+00, -1.33237518e+02, 8.01094715e-03, 5.07498207e-03, -7.72114284e-03, -6.05896162e-03, 4.63654287e-04, 3.49046523e-03
3.36090660e+01, -7.94457817e+00, -1.33076233e+02, 6.19959878e-03, 4.16987343e-03, -6.72628777e-03, -9.82819032e-03, -2.73553585e-03, 8.13214667e-03
3.36484146e+01, -7.85254860e+00, -1.33196442e+02, 6.95819501e-03, 5.09118941e-03, -7.15512643e-03, -8.32665991e-03, -9.16703895e-04, 5.59480861e-03
3.37567596e+01, -7.94807816e+00, -1.33141312e+02, 6.32036198e-03, 4.94515011e-03, -7.50771584e-03, -1.10354619e-02, -2.53732456e-03, 8.01001582e-03
3.37193985e+01, -8.03305531e+00, -1.33014847e+02, 3.82822775e-03, 3.55028897e-03, -3.87391634e-03, -1.49242776e-02, -3.60976951e-03, 1.08365724e-02
3.38704529e+01, -8.02939034e+00, -1.33073181e+02, 4.47067106e-03, 3.76293459e-03, -7.01159891e-03, -1.67542156e-02, -3.42766452e-03, 1.03818001e-02
3.39870987e+01, -8.09730911e+00, -1.32993973e+02, 4.36741067e-03, 4.34087869e-03, -8.41021538e-03, -2.10382286e-02, -1.75291568e-03, 6.58030715e-03
3.41048660e+01, -8.15229130e+00, -1.32905426e+02, 5.23018464e-03, 4.99290181e-03, -1.02594560e-02, -2.34166346e-02, 4.54313681e-03, -9.05703194e-03
3.42219276e+01, -8.19340515e+00, -1.32808182e+02, 4.90890443e-03, 4.74686548e-03, -1.08992206e-02, -2.28743441e-02, 1.06973983e-02, -2.97744423e-02
3.43378639e+01, -8.21937370e+00, -1.32702347e+02, 4.27314360e-03, 5.21021523e-03, -1.06464298e-02, -2.15589684e-02, 1.09288953e-02, -4.19826843e-02
3.44512634e+01, -8.22800636e+00, -1.32589035e+02, 4.08545183e-03, 5.14211506e-03, -1.13194212e-02, -1.89018995e-02, 7.89648015e-03, -4.84371185e-02
3.45603600e+01, -8.21679306e+00, -1.32469147e+02, 3.98048246e-03, 5.07112546e-03, -1.26482463e-02, -1.26001434e-02, 5.14941290e-03, -5.44769317e-02
3.46634140e+01, -8.18322754e+00, -1.32344376e+02, 4.68799006e-03, 4.26309230e-03, -1.41799757e-02, -4.34598792e-03, 3.00318608e-03, -5.94220385e-02
3.47588730e+01, -8.12507820e+00, -1.32219193e+02, 5.62565634e-03, 3.82582028e-03, -1.52019840e-02, 3.65143805e-03, 1.15371298e-03, -6.14155941e-02
3.48442726e+01, -8.04310799e+00, -1.32099487e+02, 6.16049813e-03, 5.11403894e-03, -1.60317458e-02, 1.10716205e-02, 6.24792941e-04, -6.03438765e-02
3.49162216e+01, -7.94477129e+00, -1.31988754e+02, 6.51593367e-03, 6.96495129e-03, -1.58166457e-02, 1.81227122e-02, 2.64121429e-03, -5.69475703e-02
3.49743805e+01, -7.83549309e+00, -1.31885529e+02, 6.75966684e-03, 7.58031430e-03, -1.46586206e-02, 2.37293560e-02, 6.42296160e-03, -5.20003103e-02
3.50188675e+01, -7.71690989e+00, -1.31788330e+02, 6.83135865e-03, 7.34190550e-03, -1.39326686e-02, 2.70789247e-02, 1.01526370e-02, -4.74168956e-02
3.50482445e+01, -7.58874226e+00, -1.31697922e+02, 7.15943379e-03, 7.70428265e-03, -1.42841041e-02, 3.02005019e-02, 1.46067385e-02, -4.53537442e-02
3.50602493e+01, -7.45040035e+00, -1.31616699e+02, 7.85880815e-03, 8.31269380e-03, -1.43305613e-02, 3.31033655e-02, 2.00617034e-02, -4.44800258e-02
3.50530014e+01, -7.30242205e+00, -1.31549255e+02, 6.53849076e-03, 7.95048196e-03, -1.27785904e-02, 3.33648063e-02, 2.42511239e-02, -4.20526452e-02
3.49501495e+01, -7.27685928e+00, -1.31407837e+02, 5.47152804e-03, 6.35161158e-03, -1.05193956e-02, 3.31647880e-02, 2.46890094e-02, -4.00560647e-02
3.43132439e+01, -6.15837383e+00, -1.31460495e+02, 6.93101436e-03, 4.65870136e-03, -9.41011682e-03, 9.95037146e-03, 3.10848802e-02, -3.94226164e-02
3.43659363e+01, -6.06694031e+00, -1.31595398e+02, 8.25006049e-03, 1.30324566e-03, -1.20204668e-02, 1.77620482e-02, 2.39768978e-02, -3.90611775e-02
3.42089424e+01, -6.05792999e+00, -1.31518158e+02, 2.56841863e-03, -6.80623343e-05, -9.61050391e-03, -2.10494571e-03, 2.38966625e-02, -3.02355699e-02
3.42563820e+01, -5.97331858e+00, -1.31661118e+02, 6.66879164e-03, 3.70380760e-04, -1.14250537e-02, 9.15489905e-03, 1.89401638e-02, -3.38124521e-02
3.41391296e+01, -5.89921570e+00, -1.31742859e+02, 6.64469507e-03, 1.18527655e-03, -1.11741256e-02, -1.97600364e-03, 1.44890575e-02, -2.95935515e-02
3.40189667e+01, -5.85076284e+00, -1.31842361e+02, 4.71012201e-03, 4.39416996e-04, -1.15349730e-02, -7.71321729e-03, 9.52182710e-03, -2.86938045e-02
3.39050903e+01, -5.82820415e+00, -1.31952347e+02, 4.12628893e-03, -6.98647520e-04, -1.29305040e-02, -7.91783910e-03, 6.98502595e-03, -3.52125391e-02
3.37986984e+01, -5.82687807e+00, -1.32064835e+02, 4.24428377e-03, -8.83688044e-04, -1.34805301e-02, -9.22801532e-03, 3.98202986e-03, -4.21276353e-02
3.36974220e+01, -5.84364939e+00, -1.32177887e+02, 4.98374691e-03, -7.01143930e-04, -1.35045601e-02, -9.49337054e-03, -9.66686275e-05, -4.59752455e-02
3.36023750e+01, -5.87801647e+00, -1.32291626e+02, 6.25766208e-03, -8.89018702e-04, -1.22935306e-02, -5.60904015e-03, -3.55827366e-03, -4.90264744e-02
3.34582481e+01, -5.94633150e+00, -1.32250153e+02, 4.88612195e-03, -1.40226516e-03, -5.98538574e-03, -9.48061049e-03, -8.30082688e-03, -3.97370048e-02
3.32631607e+01, -6.27413225e+00, -1.32827560e+02, 9.52837802e-03, 1.55986659e-03, -1.41557418e-02, 2.13305298e-02, -1.51127381e-02, -6.69613481e-02
3.32186203e+01, -6.38875532e+00, -1.32921036e+02, 7.44589046e-03, -8.49019852e-04, -1.58668403e-02, 2.29248554e-02, -2.02738103e-02, -6.46488890e-02
3.31849136e+01, -6.51349449e+00, -1.33008286e+02, 8.31434876e-03, -2.61955685e-03, -1.49669880e-02, 2.43375096e-02, -2.61179507e-02, -6.05157055e-02
3.31651688e+01, -6.64784098e+00, -1.33086670e+02, 8.34705308e-03, -3.03309737e-03, -1.27000138e-02, 2.42679305e-02, -2.99087036e-02, -5.09875454e-02
3.31615524e+01, -6.79042912e+00, -1.33153168e+02, 8.15457199e-03, -2.12507136e-03, -1.01091936e-02, 2.34324522e-02, -3.09272222e-02, -3.91931087e-02
3.31759491e+01, -6.93665457e+00, -1.33205017e+02, 7.93786813e-03, -3.95986397e-04, -8.69684573e-03, 2.29156315e-02, -2.87940428e-02, -2.89165899e-02
3.32068405e+01, -7.08246946e+00, -1.33242783e+02, 9.34439711e-03, 2.66763149e-03, -8.70083459e-03, 2.57495567e-02, -2.31349058e-02, -2.47035958e-02
3.31346054e+01, -7.20793867e+00, -1.33161942e+02, 7.69070303e-03, 3.72534292e-03, -5.12313517e-03, 1.62534527e-02, -1.74141284e-02, -1.30133890e-02
3.33266335e+01, -7.60567427e+00, -1.33178207e+02, 7.96684623e-03, 3.15103959e-03, -5.60619310e-03, -5.80742443e-03, -1.64329447e-03, 5.38771413e-03
3.33780136e+01, -7.49607277e+00, -1.33278717e+02, 1.08356178e-02, 4.42433683e-03, -8.82643182e-03, 3.00329365e-03, -4.72877000e-04, -2.24393443e-03
3.35948219e+01, -7.64066792e+00, -1.33350784e+02, 8.59510992e-03, 5.01692342e-03, -9.30486619e-03, -2.61009252e-03, 2.21719011e-03, 6.44089087e-05
3.36909370e+01, -7.75594616e+00, -1.33316406e+02, 7.47244246e-03, 4.81514772e-03, -8.80262256e-03, -5.63503336e-03, 1.54496520e-03, 1.90384407e-03
3.37960320e+01, -7.85888052e+00, -1.33267441e+02, 6.90234313e-03, 4.83633764e-03, -8.60406272e-03, -8.72140843e-03, -3.68050300e-04, 4.75368649e-03
3.39077606e+01, -7.94724703e+00, -1.33204941e+02, 6.13671215e-03, 4.64636600e-03, -8.39155260e-03, -1.30108669e-02, -2.10996694e-03, 7.85336364e-03
3.40236931e+01, -8.02109051e+00, -1.33130447e+02, 6.09322498e-03, 4.84584831e-03, -9.45961662e-03, -1.68932751e-02, -1.19461888e-03, 6.06747018e-03
3.41416855e+01, -8.08081341e+00, -1.33045822e+02, 6.81251986e-03, 5.45313396e-03, -1.10083632e-02, -1.68351457e-02, 4.72614588e-03, -7.76024163e-03
3.42599106e+01, -8.12640762e+00, -1.32952469e+02, 6.93555083e-03, 5.38330898e-03, -1.17436042e-02, -1.50828138e-02, 1.28200632e-02, -3.08132190e-02
3.43768196e+01, -8.15684319e+00, -1.32850876e+02, 6.00240100e-03, 5.26100863e-03, -1.15910778e-02, -1.39997043e-02, 1.60661470e-02, -4.85521443e-02
3.44918137e+01, -8.17067146e+00, -1.32742035e+02, 5.41741448e-03, 5.25258761e-03, -1.21623855e-02, -1.07699595e-02, 1.40005816e-02, -5.54559082e-02
3.46032028e+01, -8.16573048e+00, -1.32627182e+02, 5.33752982e-03, 5.82658686e-03, -1.36524113e-02, -4.99000447e-03, 1.13144601e-02, -5.99182919e-02
3.47088852e+01, -8.13980865e+00, -1.32507996e+02, 5.99494344e-03, 6.04504161e-03, -1.58616900e-02, 2.73866858e-03, 9.53133684e-03, -6.48487732e-02
3.48068008e+01, -8.09122372e+00, -1.32387085e+02, 7.37019209e-03, 5.93698490e-03, -1.78072266e-02, 1.09569086e-02, 8.33994243e-03, -6.82433769e-02
3.48943329e+01, -8.02102661e+00, -1.32268265e+02, 9.01097152e-03, 6.49711862e-03, -1.92054659e-02, 1.89792495e-02, 8.09080247e-03, -6.94814697e-02
3.49702682e+01, -7.93275785e+00, -1.32155258e+02, 1.00634424e-02, 7.39843817e-03, -1.95928514e-02, 2.65963152e-02, 9.64675378e-03, -6.84360564e-02
